DTM_NAME,sitename,quality,resolution,relat_le,triang_rms,cov_sqkm,n_pits_in_dtm,pit_names,n_rille_segments,n_unique_rilles,crater_per_km2,n_chain_strips,score_pits,score_rilles,score_crater_inv,score_quality,score_flagship,score_total
ORIENTALE3,Orientale Plains (3),good,2,1.92,0.0,192.4,0,,0,0,0.06756756756756757,2,0,0,2.9338597023990283,2,0,4.933859702399028
IMPACTMELT1,Impact Melt South of D'Alembert Crater,good,2,1.43,0.184,131.5,0,,0,0,0.06844106463878327,2,0,0,2.93300465672662,2,0,4.93300465672662
EIMMARTA,Eimmart A,good,5,5.0,0.0,467.19,0,,0,0,0.06849461675121471,2,0,0,2.9329522358273503,2,0,4.932952235827351
LUNOKHOD2,Lunokhod 2,good,5,3.84,0.372,918.82,0,,0,0,0.06965455693171677,3,0,0,2.931816797754032,2,0,4.931816797754032
RUMKERDOM13,Rumker Domes,good,5,3.07,0.206,1205.89,0,,0,0,0.06965809485110581,3,0,0,2.9318133345682207,2,0,4.93181333456822
NERNSTT01,Nernst T,good,5,2.84,0.164,629.23,0,,0,0,0.06992673585175532,3,0,0,2.931550368231405,2,0,4.931550368231405
FRSHCRATER10,Fresh Crater near Wegener W Crater,good,2,1.19,0.0,114.19,0,,0,0,0.07005867413959191,1,0,0,2.931421216954593,2,0,4.931421216954593
CARRELIMP01,Carrel IMP,good,3,1.58,0.22,483.4,0,,0,0,0.0703351261894911,2,0,0,2.931150604565972,2,0,4.931150604565972
REINER6,Reiner Gamma,good,5,2.34,0.335,649.71,0,,0,0,0.0708008188268612,3,0,0,2.930694749031504,2,0,4.930694749031504
LUNOKHOD2_2,Lunokhod 2,good,5,3.84,0.372,704.04,0,,0,0,0.07101869211976593,3,0,0,2.9304814780059103,2,0,4.930481478005911
ATLAS4,Atlas Crater,good,2,1.3,0.0,139.79,0,,0,0,0.07153587524143358,1,0,0,2.9299752196513067,2,0,4.929975219651307
MARIUSDOME2,Domes in Marius Hills,good,4,2.02,0.245,614.97,0,,0,0,0.07154820560352537,3,0,0,2.9299631497507965,2,0,4.9299631497507965
ATLAS2,Atlas Crater,good,2,2.89,0.0,139.34,0,,0,0,0.07176690110521028,1,0,0,2.9297490738844276,2,0,4.929749073884428
ORIENTIRR2,Orientale Inner Rook Ring,good,3,3.15,0.159,431.74,0,,0,0,0.07180247371102978,3,0,0,2.9297142526999447,2,0,4.929714252699945
TMAYERIMP,IMPs near T Mayer,good,5,2.6,0.275,763.43,0,,0,0,0.07204327836212882,3,0,0,2.9294785347088914,2,0,4.929478534708892
KEPLERVENT1,Vent NE of Kepler Crater,good,3,2.75,0.123,401.95,0,,0,0,0.07214827714889911,2,0,0,2.9293757538740213,2,0,4.929375753874021
LADEE1,LADEE Impact Site - Before Impact,good,5,2.32,0.249,662.1,0,,0,0,0.07249660172179428,3,0,0,2.9290347871685087,2,0,4.929034787168509
ROSSECRTR1,Rosse Crater,good,3,2.52,0.229,357.66,0,,0,0,0.07269473801934798,2,0,0,2.9288408362219593,2,0,4.928840836221959
FRSHCRATER15,Fresh Crater in NE Wall of Hertzsprung S Crater,good,5,4.4,0.223,641.31,0,,0,0,0.07328748966958258,3,0,0,2.9282606056178198,2,0,4.92826060561782
LASELMASIF3,Lassell Massif,good,5,1.46,0.473,395.0,0,,0,0,0.07341772151898734,2,0,0,2.928133124733324,2,0,4.928133124733324
HANSENSCRP,Hansen Scarp,good,3,3.0,0.94,626.13,0,,0,0,0.07346717135419162,2,0,0,2.928084719456436,2,0,4.928084719456436
APOLLO17,Apollo 17,good,5,2.55,0.308,2415.54,0,,0,0,0.07368952697947458,3,0,0,2.9278670607814403,2,0,4.92786706078144
EULERCTR,Euler Crater,good,5,2.61,0.203,660.75,0,,0,0,0.07415815361331819,3,0,0,2.927408333227053,2,0,4.927408333227053
RUMKERDOME,Rumker Domes,good,5,4.46,0.206,5647.56,0,,0,0,0.07436839980451734,6,0,0,2.927202528191353,2,0,4.927202528191353
FRSHCRATER18,Werner D 2km fresh crater,good,5,1.17,0.286,320.97,0,,0,0,0.07477334330311243,2,0,0,2.9268061385554254,2,0,4.926806138555426
TSILKVSKIY2,NE Rim of Tsiolkovskiy,good,3,3.15,0.285,426.45,0,,0,0,0.07503810528784148,2,0,0,2.926546969295767,2,0,4.926546969295767
NECTRIMI2,Nectaris Basin Rim I,good,3,2.18803,0.171,319.06,0,,0,0,0.07522096157462546,2,0,0,2.9263679755912206,2,0,4.926367975591221
AUSTRDARK,Australe Dark Halo Crater West of Van der Waals,good,3,1.61,0.234,690.28,0,,0,0,0.07533174943501188,3,0,0,2.9262595279687837,2,0,4.926259527968783
REINER8,Reiner Gamma,good,5,1.89,0.335,596.0,0,,0,0,0.07550335570469799,2,0,0,2.926091546640525,2,0,4.926091546640524
LASELMASIF2,Lassell Massif,good,2,0.84,0.473,118.8,0,,0,0,0.07575757575757576,1,0,0,2.9258426966292133,2,0,4.925842696629213
ORIENTLVNT1,Pyroclastic Vent at Orientale,good,5,1.99,0.469,275.04,0,,0,0,0.07635253054101221,2,0,0,2.9252603094299667,2,0,4.925260309429967
MRINGENII1,Mare Ingenii,good,2,1.46,0.517,117.8,0,,0,0,0.07640067911714771,1,0,0,2.925213177924878,2,0,4.925213177924878
FRESH3,Unnamed Fresh Crater West of Saenger,good,2,1.35,2.53,195.52,0,,0,0,0.07671849427168576,1,0,0,2.9249020761691096,2,0,4.92490207616911
HSCARP4,Highland Scarp,good,2,1.42,0.11,142.67,0,,0,0,0.07710100231303008,1,0,0,2.924527648072908,2,0,4.9245276480729085
LUNOKHOD2_1,Lunokhod 2,good,5,3.03,0.372,707.5,0,,0,0,0.07773851590106007,3,0,0,2.923903601064041,2,0,4.9239036010640405
GODDARDA,Goddard A,good,5,3.14,0.262,1091.22,0,,0,0,0.07789446674364472,3,0,0,2.9237509444639738,2,0,4.923750944463974
SCHLUTER01,Pit in Schluter Crater Floor,good,3,1.76,0.3,558.44,0,,0,0,0.07879091755604899,3,0,0,2.9228734299159216,2,0,4.922873429915922
THEOPHILUS2,Theophilus SW Rim,good,3,2.7,0.148,328.64,0,,0,0,0.07911392405063292,3,0,0,2.9225572464798746,2,0,4.922557246479874
LASSELLH,Lassell H Cone,good,3,2.54,0.136,390.26,0,,0,0,0.0794342233382873,2,0,0,2.9222437130648133,2,0,4.922243713064813
CHAUCERP02,East of Chaucer P,good,5,3.16,0.282,502.57,0,,0,0,0.07959090275981455,3,0,0,2.922090343276011,2,0,4.922090343276011
ORIENTLVNT2,Pyroclastic Vent at Orientale,good,5,2.07,0.469,288.42,0,,0,0,0.07974481658692184,2,0,0,2.92193968066233,2,0,4.92193968066233
ORIENTLVNT,Pyroclastic Vent at Orientale Mosaic,good,5,2.07,0.469,551.14,0,,0,0,0.07983452480313533,2,0,0,2.9218518674061893,2,0,4.92185186740619
AUSTRDARK03,Australe Dark Halo Crater West of Van der Waals,good,3,1.42,0.227,286.45,0,,0,0,0.08029324489439693,1,0,0,2.921402837132586,2,0,4.921402837132586
MTMARILYN,Mount Marilyn,good,3,3.21,0.52,966.78,0,,0,0,0.08068019611493825,2,0,0,2.9210240597131074,2,0,4.921024059713107
ATLAS5,Atlas Crater,good,2,1.19,0.0,121.34,0,,0,0,0.08241305422778968,1,0,0,2.919327805794101,2,0,4.919327805794101
ROSSELAND2,Basin Massif NW of Rosseland,good,3,1.93,0.0,253.13,0,,0,0,0.08296132422075614,2,0,0,2.9187911172346936,2,0,4.918791117234694
SOSIGENES01,Sosigenes,good,5,2.67,0.347,637.0,0,,0,0,0.08320251177394035,3,0,0,2.918555024429824,2,0,4.918555024429824
THEOPHILUS5,Theophilus SW Rim,good,2,1.58,0.168,227.87,0,,0,0,0.08338087506034142,2,0,0,2.918380428817338,2,0,4.918380428817338
APOLLO17_11,Apollo 17,good,3,1.88,0.308,419.46,0,,0,0,0.08344061412291995,2,0,0,2.918321951658553,2,0,4.9183219516585535
WEIRDCRTR,Weird Crater SE of Koch,good,5,1.87,0.114,203.69,0,,0,0,0.08346016004713044,2,0,0,2.9183028186145394,2,0,4.918302818614539
MERSENIUS1,Mersenius-Gassendi Rille,good,2,1.13,0.196,154.28,0,,0,0,0.08426238008815141,2,0,0,2.9175175443451713,2,0,4.917517544345172
APOLLO17_7,Apollo 17,good,5,2.52,0.308,675.82,0,,0,0,0.08434198455209967,3,0,0,2.91743962141372,2,0,4.91743962141372
THEOPHILUS4,Theophilus SW Rim,good,5,1.68,0.186,224.35,0,,0,0,0.08468910184978828,2,0,0,2.917099836481421,2,0,4.917099836481421
BOLYAI,Bolyai Crater,good,3,2.47,0.431,294.05,0,,0,0,0.08501955449753443,2,0,0,2.9167763641817395,2,0,4.9167763641817395
GODDARDA01,Goddard A,good,5,3.14,0.262,926.96,0,,0,0,0.08522482091999654,3,0,0,2.916575433724156,2,0,4.916575433724156
TRNQUILRDGE,Small Dome in Eastern Tranquillitatis,good,5,4.46,0.202,688.61,0,,0,0,0.08567984780935507,3,0,0,2.9161300186387527,2,0,4.916130018638753
MARIUS10,Marius Hills,good,2,0.086,0.208,127.94,0,,0,0,0.08597780209473191,1,0,0,2.915838358219179,2,0,4.91583835821918
AUSTRDARK01,Australe Dark Halo Crater West of Van der Waals,good,2,1.43,0.234,149.89,0,,0,0,0.08673026886383349,2,0,0,2.9151017862537394,2,0,4.915101786253739
KOVALSKIY,Kovalskiy,good,3,2.72,0.178,391.98,0,,0,0,0.0867391193428236,2,0,0,2.9150931227286874,2,0,4.915093122728687
GRUITHUISE2,Gruithuisen Domes,good,2,0.87,0.609,103.56,0,,0,0,0.08690614136732329,1,0,0,2.9149296288098743,2,0,4.914929628809874
MARCH17,March 17 Impact Site,good,5,2.57,0.283,757.98,0,,0,0,0.0870735375603578,3,0,0,2.91476576862631,2,0,4.91476576862631
GRUITHUISE3,Gruithuisen Domes,good,2,0.9,0.609,114.48,0,,0,0,0.08735150244584207,1,0,0,2.914493675358632,2,0,4.9144936753586315
MRINGENII5,Mare Ingenii,good,3,1.44,0.173,352.18,0,,0,0,0.08802316996990175,2,0,0,2.9138361958676646,2,0,4.913836195867665
BUFFON3,Flow Front South of Buffon,good,2,1.03,0.295,283.66,0,,0,0,0.088133681167595,2,0,0,2.9137280190638104,2,0,4.913728019063811
CRISHORSE04,Crisium Horseshoe,good,5,1.52,0.364,451.62,0,,0,0,0.08857003675656526,2,0,0,2.9133008808737983,2,0,4.913300880873798
FRSHCRATER20,Fresh Crater Northeast of Lucretius C,good,5,1.79,0.203,535.26,0,,0,0,0.08967604528640287,2,0,0,2.9122182352207706,2,0,4.91221823522077
HSCARP,Highland Scarp,good,2,1.7,0.11,834.3,0,,0,0,0.08989572096368213,1,0,0,2.9120031998836406,2,0,4.912003199883641
HORTSVOLC01,Hortensius/T. Mayer topography,good,3,2.88,0.124,419.07,0,,0,0,0.09067697520700599,2,0,0,2.9112384485389398,2,0,4.91123844853894
VINGHIRAMI,Vallis Inghirami,good,3,2.02,0.155,450.13,0,,0,0,0.09108479772510164,2,0,0,2.9108392406987544,2,0,4.910839240698754
LORENTZU01,Lorentz U,good,4,2.09,0.201,766.78,0,,0,0,0.09129085265656381,3,0,0,2.9106375383883165,2,0,4.9106375383883165
JACKSONPK01,Jackson Crater Central Peak,good,5,3.37,0.179,866.95,0,,0,0,0.09227752465540111,2,0,0,2.9096717084496793,2,0,4.909671708449679
MASKELYNE,Maskelyne,good,5,3.9,1.149,595.67,0,,0,0,0.09233300317289775,3,0,0,2.9096174018379455,2,0,4.909617401837945
GIORDNBRNO8,Giordano Bruno,good,3,2.81,0.336,595.02,0,,0,0,0.09243386776915062,2,0,0,2.9095186678646248,2,0,4.909518667864624
FIRSOVSWRL,Firsov Swirls,good,5,3.32,0.457,517.36,0,,0,0,0.0927787227462502,3,0,0,2.9091810974645695,2,0,4.90918109746457
LADEE2,LADEE Impact Site - After Impact,good,5,2.45,0.249,689.51,0,,0,0,0.09281953851285696,3,0,0,2.9091411438737067,2,0,4.909141143873707
HORTENSIUS7,Hortensius,good,2,1.85,0.0,129.2,0,,0,0,0.09287925696594428,1,0,0,2.9090826868890667,2,0,4.909082686889066
AITKEN01,Small Wrinkle Ridges in Aitken Crater Floor,good,4,2.05,0.481,537.43,0,,0,0,0.09303537204845283,3,0,0,2.9089298695184134,2,0,4.908929869518413
LASELMASIF7,Lassell Massif,good,5,1.72,0.473,494.31,0,,0,0,0.09305901155145556,3,0,0,2.90890672936671,2,0,4.90890672936671
LASELMASIF,Lassell Massif,good,5,5.0,0.473,1864.64,0,,0,0,0.09385189634460271,4,0,0,2.908130593151216,2,0,4.908130593151216
TOBIASW,Tobias Mayer W,good,5,1.98,0.242,573.13,0,,0,0,0.09421946155322528,2,0,0,2.907770792241382,2,0,4.907770792241382
LASELMASIF4,Lassell Massif,good,5,1.83,0.473,349.89,0,,0,0,0.09431535625482294,2,0,0,2.907676923180672,2,0,4.907676923180672
ATLAS3,Atlas Crater,good,2,1.01,1.15,169.63,0,,0,0,0.09432293815952367,1,0,0,2.90766950143306,2,0,4.90766950143306
VITELLO,Vitello Graben,good,5,1.54,0.248,349.53,0,,0,0,0.09441249678139216,2,0,0,2.9075818346112934,2,0,4.907581834611293
VINGHIRAM02,Vallis Inghirami,good,3,1.31,0.155,294.79,0,,0,0,0.09498286916109773,2,0,0,2.9070235105470243,2,0,4.907023510547024
CHAPLYGIN,Chaplygin,good,5,2.68,0.268,483.69,0,,0,0,0.0951022349025202,2,0,0,2.906906666239241,2,0,4.906906666239241
LASELMASIF6,Lassell Massif,good,5,1.75,0.473,491.87,0,,0,0,0.09555370321426393,2,0,0,2.906464734561498,2,0,4.906464734561498
NEWCRATER3,Unnamed New 43m Impact Crater,good,5,3.399,0.31,624.7,0,,0,0,0.09604610212902193,2,0,0,2.9059827368822426,2,0,4.905982736882242
MOSCOVNSE1,Moscoviense UV Anomaly,good,2,1.94,0.394,218.5,0,,0,0,0.09610983981693363,2,0,0,2.905920345563469,2,0,4.9059203455634695
GASSENDI01,Depression in NE Gassendi Crater,good,3,2.22,0.187,330.16,0,,0,0,0.0969227041434456,2,0,0,2.905124651854191,2,0,4.905124651854191
MRINGENII2,Mare Ingenii,good,2,1.48,0.517,164.42,0,,0,0,0.09731176255929937,2,0,0,2.904743811750942,2,0,4.904743811750942
MTMARILYN02,Mount Marilyn,good,3,3.21,0.209,491.71,0,,0,0,0.0976185149783409,2,0,0,2.904443539045921,2,0,4.904443539045921
CHAPLYGIN1,Chaplygin,good,5,2.68,0.268,388.28,0,,0,0,0.09786751828577316,2,0,0,2.904199795583634,2,0,4.904199795583634
LUNA20_1,Luna 20,good,2,0.78,0.297,122.45,0,,0,0,0.09799918334013882,2,0,0,2.904070911768619,2,0,4.904070911768619
BUFFON,Flow Front South of Buffon,good,2,2.04,0.295,631.14,0,,0,0,0.09823493994993188,2,0,0,2.903840135186089,2,0,4.903840135186089
CRISHORSE03,Crisium Horseshoe,good,5,3.13,0.532,416.57,0,,0,0,0.09842283409751063,3,0,0,2.9036562100384815,2,0,4.9036562100384815
VINGHIRAM03,Vallis Inghirami,good,3,2.02,0.155,223.25,0,,0,0,0.09854423292273236,2,0,0,2.903537375592939,2,0,4.903537375592939
OBLIVIONIS1,Lacus Oblivionis,good,5,1.56,0.87,454.12,0,,0,0,0.09909275081476261,3,0,0,2.9030004443709876,2,0,4.903000444370988
GRUITHUIS10,Gruithuisen Domes,good,2,0.86,0.609,110.96,0,,0,0,0.0991348233597693,2,0,0,2.9029592605494035,2,0,4.9029592605494035
A17SIVB,Apollo 17 SIVB Impact,good,2,0.9,0.978,140.94,0,,0,0,0.09933304952462041,2,0,0,2.902765221633877,2,0,4.902765221633877
APOLLO17_5,Apollo 17,good,2,0.84,0.308,119.89,0,,0,0,0.10009175077154057,2,0,0,2.9020225468852066,2,0,4.902022546885206
KARRER,Karrer Lobate Scarps,good,2,1.37,0.226,498.7,0,,0,0,0.10026067776218167,2,0,0,2.901857188239986,2,0,4.901857188239986
MOSCOVNSE2,Moscoviense UV Anomaly,good,5,4.65,0.394,1222.52,0,,0,0,0.10061185093086412,4,0,0,2.901513433111271,2,0,4.901513433111271
RUMKERDOME4,Rumker Domes,good,2,0.91,0.206,118.8,0,,0,0,0.10101010101010101,2,0,0,2.901123595505618,2,0,4.901123595505618
ATLASVENT3,Atlas Crater,good,5,2.84,0.29,768.06,0,,0,0,0.10155456604952738,3,0,0,2.9005906315254517,2,0,4.900590631525452
HAHNCRATER2,Hahn Crater,good,5,2.64,0.252,649.87,0,,0,0,0.10155877329312016,3,0,0,2.9005865131539705,2,0,4.9005865131539705
KUGLERRIDGE,Kugler Anuchin Wrinkle Ridge,good,2,2.01,0.193,157.47,0,,0,0,0.10160665523591796,2,0,0,2.9005396426499646,2,0,4.9005396426499646
A15SIVB,Apollo 15 SIVB Impact,good,5,5.0,0.221,541.11,0,,0,0,0.10164291918463898,2,0,0,2.9005041447262276,2,0,4.900504144726227
MTMARILYN01,Mount Marilyn,good,3,2.26,0.209,343.33,0,,0,0,0.10194273730812921,2,0,0,2.900210659839503,2,0,4.900210659839503
AESTUUM,Sinus Aestuum Photometric Site,good,5,2.89,0.219,862.91,0,,0,0,0.10198050781657415,3,0,0,2.9001736871800006,2,0,4.900173687180001
KARRER2,Karrer Lobate Scarps,good,2,1.37,0.226,235.22,0,,0,0,0.10203214012413911,2,0,0,2.9001231455324157,2,0,4.900123145532415
HAHNCRATER1,Hahn Crater,good,5,3.07,0.252,762.45,0,,0,0,0.10230179028132992,3,0,0,2.8998591913560734,2,0,4.899859191356073
HIPPALUS01,Graben of Rimae Hippalus,good,3,0.77,0.191,214.65,0,,0,0,0.1024924295364547,2,0,0,2.8996725790874613,2,0,4.899672579087461
PARACELSUSC,Paracelsus C,good,3,2.87,0.132,398.86,0,,0,0,0.10279295993581708,3,0,0,2.8993783969706923,2,0,4.899378396970692
PSDONIUSY01,Posidonius Y,good,4,3.28,0.181,816.48,0,,0,0,0.102880658436214,2,0,0,2.899292550977944,2,0,4.899292550977944
CHAPLYGIN2,Chaplygin,good,2,1.29,0.268,174.19,0,,0,0,0.10333543831448419,2,0,0,2.8988473776858665,2,0,4.8988473776858665
BUFFON1,Flow Front South of Buffon,good,2,1.83,0.295,221.86,0,,0,0,0.10366898043811412,2,0,0,2.8985208811711405,2,0,4.898520881171141
SULPICIUS,Sulpicius Gallus,good,2,0.97,0.71,298.73,0,,0,0,0.10377263749874469,2,0,0,2.8984194137203296,2,0,4.89841941372033
SNASCONE01,Sinas Cones,good,5,4.3,0.531,623.4,0,,0,0,0.1042669233237087,3,0,0,2.8979355689891966,2,0,4.897935568989197
NEWCRATER13,Unnamed new 47m crater east of Ley Crater,good,4,2.01,0.116,104.88,0,,0,0,0.10488176964149505,1,0,0,2.8973337104363255,2,0,4.8973337104363255
ARAGO2_1,Arago 2,good,5,2.09,0.202,610.12,0,,0,0,0.10489739723333115,2,0,0,2.897318412955418,2,0,4.897318412955418
REINER,Reiner Gamma,good,5,2.54,0.335,3000.16,0,,0,0,0.10499440029865074,3,0,0,2.897223458943613,2,0,4.897223458943613
SULPICIUS1,Sulpicius Gallus,good,2,0.97,0.71,123.77,0,,0,0,0.10503352993455603,2,0,0,2.8971851558663086,2,0,4.897185155866309
KARRER3,Karrer Lobate Scarps,good,2,0.94,0.226,237.92,0,,0,0,0.1050773369199731,2,0,0,2.897142274241932,2,0,4.897142274241932
HAHNCRATER,Hahn Crater,good,5,3.07,0.252,1164.11,0,,0,0,0.10566011803008307,3,0,0,2.8965718035642603,2,0,4.89657180356426
RUMKERDOM12,Rumker Domes,good,5,4.46,0.206,1201.81,0,,0,0,0.10567394180444496,3,0,0,2.8965582717977165,2,0,4.8965582717977165
ATLASVENT,Atlas Crater,good,5,3.36,0.29,2236.09,0,,0,0,0.10598857827726074,5,0,0,2.8962502815784834,2,0,4.896250281578483
ATLASVENT1,Atlas Crater,good,5,3.36,0.29,1009.23,0,,0,0,0.10602142227242552,3,0,0,2.8962181313665876,2,0,4.896218131366588
INACALDERA1,Ina Caldera,good,2,0.84,0.254,113.11,0,,0,0,0.10609141543630095,1,0,0,2.896149616709994,2,0,4.8961496167099945
NECTRIMII1,Nectaris Basin Rim II,good,5,2.88,0.272,422.72,0,,0,0,0.10645344436033308,2,0,0,2.8957952351385146,2,0,4.895795235138515
FRAUNHOFRE,Copernican crater on SE rim of Fraunhofer E,good,2,4.03,0.196,178.19,0,,0,0,0.1066277568887143,1,0,0,2.895624604717474,2,0,4.895624604717474
MONSESAM1,Mons Esam,good,5,2.36,0.23,700.17,0,,0,0,0.10711684305240157,3,0,0,2.895145849812076,2,0,4.895145849812076
HPONDS25,Highland Ponds,good,5,2.637,0.507,947.23,0,,0,0,0.10768240026181602,3,0,0,2.894592239204389,2,0,4.894592239204389
APOLLO17_9,Apollo 17,good,5,2.09,0.308,565.9,0,,0,0,0.10779289627142605,3,0,0,2.8944840772677907,2,0,4.894484077267791
CHANGE4,Chang'e 4 Landing Site in Von Karman Crater,good,5,1.5,0.358,222.36,0,,0,0,0.10793308148947652,2,0,0,2.8943468532655823,2,0,4.894346853265582
GARDNER01,Gardner Crater,good,3,1.72,0.392,441.18,0,,0,0,0.10879912960696314,3,0,0,2.8934990991982175,2,0,4.893499099198218
LUNA20,Luna 20,good,2,0.89,0.297,182.8,0,,0,0,0.10940919037199125,2,0,0,2.892901925110024,2,0,4.892901925110024
GRUITHUIS15,Gruithuisen Domes,good,3,2.03,0.609,464.67,0,,0,0,0.10975531022015624,2,0,0,2.892563116557528,2,0,4.892563116557528
REINER2,Reiner Gamma,good,2,0.81,0.335,118.1,0,,0,0,0.1100762066045724,1,0,0,2.8922489986585354,2,0,4.892248998658536
GRUITHUISE5,Gruithuisen Domes,good,2,1.22,0.609,135.69,0,,0,0,0.11054609772275038,1,0,0,2.8917890333302694,2,0,4.891789033330269
REINERPHOT,Reiner Gamma Photometric Series,good,5,1.85,0.377,587.74,0,,0,0,0.1105931194065403,3,0,0,2.8917430049135078,2,0,4.891743004913508
DALEMBERT,Lobate Scarp near D'Alembert,good,2,1.84,0.24,171.72,0,,0,0,0.11064523643139995,2,0,0,2.8916919887876005,2,0,4.891691988787601
GRUITHUIS18,Gruithuisen Domes,good,5,3.26,0.609,1138.97,0,,0,0,0.1115042538433848,4,0,0,2.890851116911959,2,0,4.890851116911959
FRSHCRATER14,Fresh Unnamed Crater West of Piazzi M,good,3,1.96,0.338,276.39,0,,0,0,0.11216035312420855,2,0,0,2.8902088768069545,2,0,4.8902088768069545
FRSHCRATER5,Unnamed Fresh Crater Northeast of Arago,good,2,0.77,0.0,133.62,0,,0,0,0.11225864391558149,1,0,0,2.8901126622705005,2,0,4.8901126622705
REINER5,Reiner Gamma,good,5,2.54,0.335,745.51,0,,0,0,0.11267454494238843,3,0,0,2.889705546568754,2,0,4.889705546568754
MARENUBIUM,Bouldered Ridge in Mare Nubium,good,5,1.41,0.244,396.48,0,,0,0,0.11349878934624696,3,0,0,2.8888987131702804,2,0,4.88889871317028
HSCARP1,Highland Scarp,good,2,0.93,0.11,193.04,0,,0,0,0.11396601740571903,1,0,0,2.8884413546473455,2,0,4.8884413546473455
SEPTIMPACT,September 11 Impact,good,5,1.71,0.298,523.74,0,,0,0,0.11456065986940085,3,0,0,2.887859273170537,2,0,4.8878592731705375
FECNDITATS3,Non-Bouldered Ridge in Mare Fecunditatis,good,2,0.76,0.539,121.91,0,,0,0,0.11483881551964564,2,0,0,2.887586993167736,2,0,4.887586993167735
WOLFCTR01,Wolf Crater,good,5,0.79,0.201,226.38,0,,0,0,0.11485113525929852,2,0,0,2.88757493366528,2,0,4.88757493366528
MRINGENII,Mare Ingenii,good,2,2.25,0.517,695.1,0,,0,0,0.11509135376204863,2,0,0,2.8873397894410147,2,0,4.887339789441015
RUMKERDOME2,Rumker Domes,good,2,1.03,0.206,130.18,0,,0,0,0.11522507297587954,1,0,0,2.887208894857768,2,0,4.887208894857768
HSCARP2,Highland Scarp,good,2,0.94,0.11,190.67,0,,0,0,0.11538259820632507,1,0,0,2.8870546971265725,2,0,4.8870546971265725
ATLASVENT2,Atlas Crater,good,5,2.61,0.29,554.58,0,,0,0,0.11540264704821666,2,0,0,2.8870350717883073,2,0,4.887035071788308
NEWCRATER10,Unnamed new 20m crater north of Nicolaev,good,5,4.31,0.208,961.43,0,,0,0,0.1154530231010058,4,0,0,2.8869857598588804,2,0,4.886985759858881
BUFFON2,Flow Front South of Buffon,good,2,1.51,0.295,250.49,0,,0,0,0.11577308475388239,2,0,0,2.886672459058896,2,0,4.886672459058897
MTMARILYN03,Mount Marilyn,good,3,2.06,0.52,301.11,0,,0,0,0.1162365912789346,2,0,0,2.886218743458193,2,0,4.886218743458193
ARISTARCHU5,Aristarchus,good,2,0.99,0.0,128.12,0,,0,0,0.11707773961910709,1,0,0,2.885395363195319,2,0,4.885395363195319
HPONDS19,Highland Ponds,good,5,2.174,0.507,732.45,0,,0,0,0.11741415796300088,3,0,0,2.8850660512164423,2,0,4.885066051216443
FECUNDITATIS,Bouldered ridge in Mare Fecunditatis,good,3,0.73,0.158,118.95,0,,0,0,0.11769651113913408,2,0,0,2.884789662354591,2,0,4.884789662354591
HORTENSIUS5,Hortensius,good,2,0.86,0.735,127.1,0,,0,0,0.11801730920535013,1,0,0,2.884475640696965,2,0,4.884475640696965
MRINGENII6,Mare Ingenii,good,3,2.46,0.133,312.74,0,,0,0,0.11830913858156936,2,0,0,2.884189975806446,2,0,4.884189975806446
NECTRIMII3,Nectaris Basin Rim II,good,5,2.05,0.272,295.52,0,,0,0,0.11843530048727667,2,0,0,2.884066478893803,2,0,4.8840664788938035
FRESH1,Unnamed Fresh Crater West of Isaev Crater,good,2,1.29,0.433,185.22,0,,0,0,0.11877766979807797,1,0,0,2.8837313416538364,2,0,4.883731341653837
JENNER,Jenner Crater,good,2,1.699,0.125,227.12,0,,0,0,0.11887988728425501,2,0,0,2.883631283368491,2,0,4.883631283368491
NECTRIMI1,Nectaris Basin Rim I,good,3,2.5166,0.171,369.84,0,,0,0,0.11897036556348692,2,0,0,2.883542716315832,2,0,4.883542716315832
MRECRISIUM2,Mare Crisium,good,2,0.91,0.83,142.19,0,,0,0,0.11955833743582531,2,0,0,2.8829671645234933,2,0,4.882967164523493
NECTRIMII,Nectaris Basin Rim II,good,5,2.88,0.272,918.59,0,,0,0,0.11974874535973612,2,0,0,2.8827807786995483,2,0,4.882780778699548
TSINGER01,Tsinger,good,5,4.12,0.32,758.25,0,,0,0,0.12001318826244642,3,0,0,2.8825219217817493,2,0,4.882521921781749
VINGHIRAM01,Vallis Inghirami,good,2,1.78,0.155,207.62,0,,0,0,0.12041229168673538,2,0,0,2.88213124885676,2,0,4.88213124885676
GRUITHUISE7,Gruithuisen Domes,good,2,1.21,0.609,140.89,0,,0,0,0.12066150897863583,1,0,0,2.8818872959301265,2,0,4.8818872959301265
LAMONTIMP1,Ring of IMPs SW of Lamont Crater,good,5,3.49,0.126,520.34,0,,0,0,0.12107468193873236,3,0,0,2.8814828506685126,2,0,4.881482850668513
AESTUUM2,Sinus Aestuum Photometric Site,good,5,2.89,0.219,600.67,0,,0,0,0.12153095709790734,3,0,0,2.8810362136812397,2,0,4.88103621368124
ARISTARCH14,Aristarchus SW Rim,good,4,1.77,0.445,517.79,0,,0,0,0.1216709476814925,2,0,0,2.8808991802021167,2,0,4.880899180202117
CLEOMEDES01,Cleomedes Central Peak,good,4,2.77,0.262,557.63,0,,0,0,0.12194465864462099,2,0,0,2.8806312509986585,2,0,4.8806312509986585
PITISCUS,Pitiscus Lobate Scarp,good,2,1.079,0.094,131.09,0,,0,0,0.12205355099549928,2,0,0,2.880524658845754,2,0,4.880524658845754
